temp,UMAP1,UMAP2,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10,Grid_X,Grid_Y,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
200.0,-5.3389697,-16.980608,0,2,2,2,2,2,0,4,1,-1,-2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,rubbery,rubbery
200.5,-5.95502,-17.985739,0,2,2,2,2,2,0,8,8,-1,-2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
201.0,-5.8853827,-17.818556,0,2,2,2,2,2,0,8,8,-1,-2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
201.5,-5.989624,-17.922016,0,2,2,2,2,2,0,8,8,-1,-2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
202.0,-6.061241,-18.063608,0,2,2,2,2,2,0,8,8,-1,-2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
202.5,-5.79051,-18.36292,0,2,2,2,2,2,0,8,8,-1,-2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
203.0,-5.207771,-16.870361,0,2,2,2,2,2,0,4,1,-1,-2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,rubbery,rubbery
203.5,-6.0026665,-17.805346,0,2,2,2,2,2,0,8,8,-1,-2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
204.0,-5.921888,-18.242147,0,2,2,2,2,2,0,8,8,-1,-2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
204.5,-6.048716,-17.87766,0,2,2,2,2,2,0,8,8,-1,-2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
205.0,-6.065236,-17.611727,0,2,2,2,2,2,0,8,8,-1,-2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
205.5,-6.3662505,-18.081312,0,2,2,2,2,2,0,8,8,-1,-2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
206.0,-5.763528,-18.23811,0,2,2,2,2,2,0,8,8,-1,-2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
206.5,-6.0659122,-17.745039,0,2,2,2,2,2,0,8,8,-1,-2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
207.0,-5.90035,-18.404882,0,2,2,2,2,2,0,8,8,-1,-2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
207.5,-5.7535233,-17.53498,0,2,2,2,2,2,0,8,8,-1,-2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
208.0,-5.6324706,-17.34261,0,2,2,2,2,2,0,8,8,-1,-2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
