temp,UMAP1,UMAP2,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10,Grid_X,Grid_Y,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
200.0,20.769226,37.915615,1,1,1,1,1,0,4,1,0,2,3,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
200.5,20.846663,37.663986,1,1,1,1,1,0,4,1,0,2,3,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
201.0,21.252064,36.696686,1,1,1,1,1,0,4,1,0,2,3,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
201.5,21.595766,36.999554,1,1,1,1,1,0,4,1,0,2,3,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
202.0,21.040127,37.69947,1,1,1,1,1,0,4,1,0,2,3,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
202.5,21.686573,38.056034,1,1,1,1,1,0,4,1,0,2,3,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
203.0,21.15678,37.921227,1,1,1,1,1,0,4,1,0,2,3,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
203.5,21.183708,37.831184,1,1,1,1,1,0,4,1,0,2,3,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
204.0,21.65027,37.872566,1,1,1,1,1,0,4,1,0,2,3,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
204.5,21.128717,37.6441,1,1,1,1,1,0,4,1,0,2,3,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
205.0,21.602505,37.98219,1,1,1,1,1,0,4,1,0,2,3,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
205.5,21.624012,38.109966,1,1,1,1,1,0,4,1,0,2,3,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
206.0,20.667599,36.919243,1,1,1,1,1,0,4,1,0,2,3,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
206.5,21.342855,38.03233,1,1,1,1,1,0,4,1,0,2,3,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
207.0,21.688353,37.958508,1,1,1,1,1,0,4,1,0,2,3,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
207.5,20.59642,37.05328,1,1,1,1,1,0,4,1,0,2,3,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
