temp,UMAP1,UMAP2,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10,Grid_X,Grid_Y,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
200.0,-1.1266469,21.925655,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
200.5,-1.0842699,22.307175,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
201.0,-1.1801437,21.799528,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
201.5,-0.94811887,22.347898,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
202.0,-0.8998567,22.545994,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
202.5,-1.2322898,22.447939,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
203.0,-1.0696477,22.314493,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
203.5,-1.0052931,22.821255,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
204.0,-1.1535431,22.582382,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
204.5,-0.7318658,22.638899,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
205.0,-0.89915705,22.458961,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
205.5,-1.3431909,22.591965,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
206.0,-1.0929761,22.79557,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
206.5,-0.5443428,21.807278,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
207.0,-0.32094035,21.93058,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
207.5,-1.2781483,22.81163,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
208.0,-0.95283073,22.674713,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
208.5,-1.1162262,22.446365,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
209.0,-1.3631269,22.661213,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
209.5,-0.6508858,21.204027,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
210.0,-0.50372213,21.98483,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
210.5,-0.37285906,21.657013,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
211.0,-0.5680857,21.260181,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
211.5,-0.34939983,22.051031,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
212.0,-0.577925,21.903688,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
212.5,-0.5755946,21.666056,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
213.0,-0.5436749,21.926723,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
213.5,-0.7616345,21.895203,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
214.0,-0.8838327,22.1668,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
214.5,-0.9273404,21.436136,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
215.0,-0.8414167,21.522041,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
215.5,-0.73155373,21.395847,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
216.0,-0.73634374,21.448196,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
216.5,-1.4758161,22.021679,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
217.0,-1.3340586,22.212313,0,0,3,3,3,3,1,1,0,-1,2,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
