temp,UMAP1,UMAP2,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10,Grid_X,Grid_Y,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
200.0,25.012554,3.253912,1,1,1,1,0,3,3,3,1,2,0,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
200.5,24.551104,3.845424,1,1,1,1,0,3,3,3,1,2,0,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
201.0,24.631891,3.7085216,1,1,1,1,0,3,3,3,1,2,0,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
201.5,25.169498,3.8392732,1,1,1,1,0,3,3,3,1,2,0,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
202.0,24.494148,3.5900764,1,1,1,1,0,3,3,3,1,2,0,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
202.5,24.557089,3.8413186,1,1,1,1,0,3,3,3,1,2,0,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
203.0,25.04391,3.4406304,1,1,1,1,0,3,3,3,1,2,0,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
203.5,24.73123,3.2654996,1,1,1,1,0,3,3,3,1,2,0,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
204.0,24.498676,3.0607643,1,1,1,1,0,3,3,3,1,2,0,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
204.5,24.648619,3.2305424,1,1,1,1,0,3,3,3,1,2,0,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
205.0,27.136599,4.963894,1,1,1,1,0,6,6,6,7,2,0,glassy,glassy,glassy,glassy,glassy,rubbery,rubbery,rubbery,rubbery
205.5,27.05609,4.7209053,1,1,1,1,0,6,6,6,7,2,0,glassy,glassy,glassy,glassy,glassy,rubbery,rubbery,rubbery,rubbery
206.0,27.411732,4.608423,1,1,1,1,0,6,6,6,7,2,0,glassy,glassy,glassy,glassy,glassy,rubbery,rubbery,rubbery,rubbery
206.5,27.345528,4.778334,1,1,1,1,0,6,6,6,7,2,0,glassy,glassy,glassy,glassy,glassy,rubbery,rubbery,rubbery,rubbery
207.0,26.927986,4.6819263,1,1,1,1,0,6,6,6,7,2,0,glassy,glassy,glassy,glassy,glassy,rubbery,rubbery,rubbery,rubbery
207.5,26.900537,4.73181,1,1,1,1,0,6,6,6,7,2,0,glassy,glassy,glassy,glassy,glassy,rubbery,rubbery,rubbery,rubbery
208.0,27.08956,4.819148,1,1,1,1,0,6,6,6,7,2,0,glassy,glassy,glassy,glassy,glassy,rubbery,rubbery,rubbery,rubbery
208.5,25.063265,3.5406013,1,1,1,1,0,3,3,3,1,2,0,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
209.0,24.915148,3.2631743,1,1,1,1,0,3,3,3,1,2,0,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
209.5,27.318674,4.54754,1,1,1,1,0,6,6,6,7,2,0,glassy,glassy,glassy,glassy,glassy,rubbery,rubbery,rubbery,rubbery
210.0,27.027716,4.7019224,1,1,1,1,0,6,6,6,7,2,0,glassy,glassy,glassy,glassy,glassy,rubbery,rubbery,rubbery,rubbery
210.5,24.524231,3.529439,1,1,1,1,0,3,3,3,1,2,0,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
211.0,24.875765,3.2197921,1,1,1,1,0,3,3,3,1,2,0,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
