temp,UMAP1,UMAP2,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10,Grid_X,Grid_Y,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
200.0,21.738054,10.17259,1,0,1,0,2,2,2,2,2,2,1,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
200.5,21.848545,10.206369,1,0,1,0,2,2,2,2,2,2,1,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
201.0,20.501467,12.177531,1,0,1,0,2,2,2,2,2,2,1,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
201.5,21.641745,10.200598,1,0,1,0,2,2,2,2,2,2,1,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
202.0,21.816225,10.534437,1,0,1,0,2,2,2,2,2,2,1,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
202.5,21.550102,10.504159,1,0,1,0,2,2,2,2,2,2,1,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
203.0,21.443794,10.253025,1,0,1,0,2,2,2,2,2,2,1,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
203.5,21.477161,10.390402,1,0,1,0,2,2,2,2,2,2,1,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
204.0,21.794863,10.6033,1,0,1,0,2,2,2,2,2,2,1,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
204.5,21.801912,10.47361,1,0,1,0,2,2,2,2,2,2,1,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
205.0,21.682762,10.532024,1,0,1,0,2,2,2,2,2,2,1,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
205.5,21.78854,10.72398,1,0,1,0,2,2,2,2,2,2,1,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy,glassy
