temp,UMAP1,UMAP2,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10,Grid_X,Grid_Y,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
200.0,-18.959597,-23.72323,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
200.5,-18.976612,-23.86634,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
201.0,-19.062487,-23.9157,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
201.5,-19.411541,-23.77709,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
202.0,-19.235277,-23.746977,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
202.5,-19.211159,-23.833023,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
203.0,-19.19156,-23.848253,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
203.5,-19.166025,-23.806974,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
204.0,-19.279467,-23.86637,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
204.5,-19.277311,-23.983099,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
205.0,-19.14304,-23.683859,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
205.5,-19.260344,-23.889591,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
206.0,-19.155499,-23.63613,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
206.5,-19.392029,-23.700533,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
207.0,-19.369463,-23.75442,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
207.5,-19.138985,-24.058083,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
208.0,-19.391647,-23.920702,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
208.5,-18.403276,-24.135296,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
209.0,-18.53466,-23.779448,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
209.5,-19.043644,-23.718544,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
210.0,-19.122438,-24.056288,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
210.5,-18.625475,-24.40501,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
211.0,-18.614815,-24.126778,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
211.5,-18.830177,-24.370083,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
212.0,-18.636885,-24.21403,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
212.5,-18.895233,-24.484804,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
213.0,-18.376049,-24.354652,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
213.5,-18.233639,-24.29872,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
214.0,-18.171005,-24.513397,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
214.5,-18.278412,-24.546032,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
215.0,-18.455215,-24.757763,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
215.5,-18.463938,-24.263268,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
216.0,-18.758879,-24.35123,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
216.5,-18.279045,-24.273438,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
217.0,-18.408508,-23.997528,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
217.5,-18.312685,-24.521202,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
218.0,-18.70716,-24.692568,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
218.5,-18.536827,-24.535578,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
219.0,-18.276442,-24.655388,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
219.5,-18.471386,-24.471556,1,0,3,3,3,3,3,3,3,-2,-3,glassy,glassy,rubbery,rubbery,rubbery,glassy,glassy,glassy,glassy
