,chain,Tg
0,0.0,317.5
0,1.0,335.0
0,2.0,383.0
0,3.0,350.0
0,4.0,370.0
0,5.0,370.5
0,6.0,350.0
0,7.0,360.0
0,8.0,350.0
0,9.0,330.0
0,10.0,200.5
0,11.0,340.5
0,12.0,356.5
0,13.0,280.0
0,14.0,370.5
0,15.0,223.5
0,16.0,326.0
0,17.0,350.0
0,18.0,360.5
0,19.0,324.5
0,20.0,237.5
0,21.0,320.0
0,22.0,325.5
0,23.0,341.0
0,24.0,250.0
1,mean,324.9
