chain,best_n_clusters,best_silhouette_score,best_Tg
0,5,0.9168100953102112,331.5
1,2,0.93189936876297,361.5
2,4,0.8971861004829407,340.0
3,6,0.7910112142562866,341.5
4,3,0.8717364072799683,380.0
5,2,0.9730443954467773,390.0
6,4,0.8338451385498047,370.0
7,3,0.8189871311187744,390.0
8,2,0.7992417812347412,400.0
9,3,0.8886739015579224,341.0
10,6,0.8767300248146057,379.5
11,6,0.8532149195671082,328.5
12,4,0.8332370519638062,330.0
13,3,0.8058863878250122,330.0
14,4,0.9051774740219116,342.0
15,5,0.8868004083633423,345.0
16,2,0.8571129441261292,
17,6,0.9154136180877686,340.0
18,8,0.8668495416641235,330.0
19,4,0.7427085638046265,396.5
20,5,0.9347826838493347,361.0
21,6,0.9123874306678772,350.0
22,6,0.9008581638336182,339.5
23,3,0.8622922897338867,420.0
24,4,0.8856984376907349,340.0
