UMAP1,UMAP2,temp
-22.979267,-46.15154,200.0
-22.882486,-46.020035,200.5
-22.68793,-46.120426,201.0
-22.799814,-46.072147,201.5
-22.802883,-46.31394,202.0
-22.723148,-46.285835,202.5
-22.907686,-46.149296,203.0
-23.083637,-46.198906,203.5
-23.070051,-46.09809,204.0
-22.892548,-46.304466,204.5
-22.640623,-46.15054,205.0
-23.25529,-46.232468,205.5
-23.212921,-45.983196,206.0
-23.036621,-46.12613,206.5
-23.125484,-46.284786,207.0
-23.175701,-46.176632,207.5
-23.212538,-46.168667,208.0
-23.222702,-45.996597,208.5
-22.765476,-46.339363,209.0
-22.581043,-46.67241,209.5
-22.466799,-46.387424,210.0
-23.366602,-45.990433,210.5
-23.11432,-45.80216,211.0
-22.958551,-45.87147,211.5
-22.629414,-45.828785,212.0
-22.748636,-45.914627,212.5
-22.89938,-45.838528,213.0
-22.642057,-45.85222,213.5
-23.05932,-45.73654,214.0
-22.87171,-46.5012,214.5
-22.603292,-46.213123,215.0
-22.95198,-46.037975,215.5
-22.981894,-46.02102,216.0
-23.118666,-46.14589,216.5
-23.13016,-46.368614,217.0
-22.565268,-46.168324,217.5
-23.091057,-46.07529,218.0
-23.066006,-45.743473,218.5
-22.792181,-46.14221,219.0
-22.24423,-45.943733,219.5
-22.069447,-45.969784,220.0
-21.782904,-46.352207,220.5
-22.567385,-45.957085,221.0
-22.778086,-45.798622,221.5
-21.571533,-46.281265,222.0
-21.735958,-46.464035,222.5
-22.072382,-46.38958,223.0
-22.45684,-46.287865,223.5
-22.586071,-46.43281,224.0
-22.529701,-46.23268,224.5
-21.53156,-46.07296,225.0
-21.839626,-46.194508,225.5
-21.769295,-46.22973,226.0
-21.74491,-45.988373,226.5
-21.692932,-46.260532,227.0
-21.816845,-46.325634,227.5
-21.550285,-45.923786,228.0
-21.735487,-46.329063,228.5
-21.739256,-46.55382,229.0
-21.763523,-46.13084,229.5
-21.62586,-46.405327,230.0
-21.666319,-46.149784,230.5
-22.09695,-46.122856,231.0
-22.863665,-46.592552,231.5
-22.370583,-46.129765,232.0
-22.70695,-46.317265,232.5
-22.281796,-46.44573,233.0
-22.252901,-45.90567,233.5
-22.318048,-45.940247,234.0
-22.31155,-45.910164,234.5
-22.297056,-45.81968,235.0
-22.3633,-46.043396,235.5
-22.561268,-45.674053,236.0
-22.013746,-45.985687,236.5
-21.473572,-45.7528,237.0
-22.91415,-45.905296,237.5
-22.510597,-45.85245,238.0
-22.858412,-46.501472,238.5
-22.482473,-45.877415,239.0
-22.991266,-45.73071,239.5
-22.246376,-47.25794,240.0
-22.807045,-46.75568,240.5
-22.723042,-46.817265,241.0
-22.730232,-46.60127,241.5
-22.4041,-46.703293,242.0
-22.31201,-46.784775,242.5
-22.005016,-46.690628,243.0
-22.286816,-46.94684,243.5
-22.279432,-46.666405,244.0
-22.534544,-46.860847,244.5
-22.3963,-47.020264,245.0
-22.53277,-47.20051,245.5
-21.586697,-46.87968,246.0
-21.649603,-46.869957,246.5
-21.863516,-46.872482,247.0
-22.396515,-47.144623,247.5
-22.16849,-47.14555,248.0
-22.056166,-46.990467,248.5
-22.097374,-47.10958,249.0
-22.341808,-46.976234,249.5
-22.420551,-47.290417,250.0
-22.381523,-47.33236,250.5
-22.090109,-47.341244,251.0
-22.361252,-47.080505,251.5
-22.23312,-46.99101,252.0
-21.439213,-46.767986,252.5
-22.5797,-47.168198,253.0
-22.516104,-47.68882,253.5
-22.668972,-47.339138,254.0
-22.786718,-47.42351,254.5
-22.754076,-47.283382,255.0
-22.25715,-47.362736,255.5
-22.51987,-47.558342,256.0
-22.804167,-47.404106,256.5
-22.21997,-47.51791,257.0
-22.869019,-47.315994,257.5
-22.760317,-47.3603,258.0
-22.581352,-47.43318,258.5
-22.777012,-47.33682,259.0
-22.679323,-47.50298,259.5
-22.223455,-47.50301,260.0
-22.816998,-47.274784,260.5
-22.508057,-47.85146,261.0
-22.728079,-47.653584,261.5
-22.658571,-47.8279,262.0
-22.718105,-47.64912,262.5
-22.800194,-47.56783,263.0
-22.5128,-47.938953,263.5
-22.257708,-47.869637,264.0
-22.302814,-47.90654,264.5
-22.579708,-47.953583,265.0
-22.106628,-47.910023,265.5
-22.57071,-47.970955,266.0
-22.331161,-47.71076,266.5
-22.586197,-47.99683,267.0
-22.54255,-47.942165,267.5
-22.186884,-47.756405,268.0
-22.363085,-48.010376,268.5
-22.416334,-47.82612,269.0
-22.074764,-47.554848,269.5
-21.697132,-47.518703,270.0
-21.51477,-47.529438,270.5
-21.526793,-47.234917,271.0
-21.681786,-46.20557,271.5
-21.266937,-47.44481,272.0
-21.179668,-47.398834,272.5
-21.635904,-47.51041,273.0
-21.446886,-47.34491,273.5
-21.72118,-47.443127,274.0
-21.635029,-47.31753,274.5
-21.472754,-47.607834,275.0
-21.670647,-47.400578,275.5
-21.755049,-47.352985,276.0
-21.349743,-47.321896,276.5
-21.606026,-47.474857,277.0
-21.483112,-47.715042,277.5
-21.422613,-47.747105,278.0
-21.447212,-47.73446,278.5
-21.336851,-47.81644,279.0
-21.233063,-47.81401,279.5
-21.342808,-47.97024,280.0
-21.408646,-47.920036,280.5
-21.469042,-47.882465,281.0
-21.499126,-48.045692,281.5
-21.322548,-48.01512,282.0
-21.203955,-47.73324,282.5
-21.294895,-47.869694,283.0
-21.398373,-47.951477,283.5
-21.285841,-47.85551,284.0
-21.707619,-47.739414,284.5
-21.666878,-48.014057,285.0
-21.516994,-47.896603,285.5
-21.782448,-48.090145,286.0
-21.86275,-47.224136,286.5
-21.918571,-47.723976,287.0
-21.179052,-47.098938,287.5
-21.222578,-46.841427,288.0
-21.66827,-46.639812,288.5
-21.490036,-46.846222,289.0
-21.32787,-46.454185,289.5
-20.996418,-45.68235,290.0
-20.871134,-45.402416,290.5
-21.084936,-45.809166,291.0
-20.76155,-45.611557,291.5
-21.023243,-45.680954,292.0
-20.852463,-45.51399,292.5
-20.912031,-45.50898,293.0
-20.954245,-45.56933,293.5
-20.915804,-45.45282,294.0
-20.973415,-45.445232,294.5
-21.088758,-45.397255,295.0
-21.042206,-45.466442,295.5
-21.255514,-45.426964,296.0
-20.943874,-45.383762,296.5
-21.114515,-45.478672,297.0
-21.225573,-45.546265,297.5
-21.440903,-45.67006,298.0
-21.275091,-45.5729,298.5
-21.271372,-45.613945,299.0
-21.623468,-45.67395,299.5
-21.313622,-45.34248,300.0
-20.154922,-45.824455,300.5
-20.107658,-45.889473,301.0
-19.965414,-45.661427,301.5
-19.98597,-45.837826,302.0
-19.928211,-45.669582,302.5
-20.174946,-45.642406,303.0
-20.002748,-45.78988,303.5
-20.030275,-45.8928,304.0
-20.029518,-45.936543,304.5
-19.88748,-45.81258,305.0
-19.882927,-45.833027,305.5
-19.864393,-45.71459,306.0
-19.882603,-45.84602,306.5
-20.087204,-46.02047,307.0
-19.746038,-45.67229,307.5
-19.941147,-45.88856,308.0
-19.798925,-45.803955,308.5
-19.904133,-45.823864,309.0
-19.95394,-45.718773,309.5
-21.001436,-46.398876,310.0
-20.546637,-46.586327,310.5
-20.986654,-46.705807,311.0
-20.604218,-46.535885,311.5
-20.842415,-46.845573,312.0
-20.69918,-46.310017,312.5
-20.443235,-46.54219,313.0
-20.421133,-46.229958,313.5
-20.355377,-46.286114,314.0
-20.798996,-46.009724,314.5
-20.593212,-46.35378,315.0
-20.74322,-46.73258,315.5
-20.873606,-46.747044,316.0
-20.26393,-46.229637,316.5
-20.347523,-46.3224,317.0
-20.306616,-46.309868,317.5
-20.371761,-46.27901,318.0
-20.683098,-46.469326,318.5
-20.777866,-46.434353,319.0
-21.085527,-46.636936,319.5
-20.966003,-46.77027,320.0
-20.911896,-46.433144,320.5
-21.195892,-46.380768,321.0
-21.273256,-46.68249,321.5
-20.950928,-46.944653,322.0
-20.896051,-47.12223,322.5
-21.137459,-47.18797,323.0
-21.060308,-47.320225,323.5
-20.727303,-47.216164,324.0
-20.626812,-47.12829,324.5
-20.737352,-47.55503,325.0
-20.642666,-47.345177,325.5
-20.582705,-47.424057,326.0
-20.606182,-47.45516,326.5
-20.41111,-47.45876,327.0
-20.49382,-47.408337,327.5
-20.321976,-47.34734,328.0
-20.30766,-47.27995,328.5
-20.293781,-47.25448,329.0
-20.191545,-47.180332,329.5
28.807585,8.640013,330.0
28.635475,8.268144,330.5
-20.35351,-46.693848,331.0
28.724785,8.552628,331.5
29.150871,8.711274,332.0
28.898739,8.576576,332.5
28.749443,8.4985895,333.0
28.775452,8.475131,333.5
28.960344,8.674905,334.0
28.853474,8.50984,334.5
28.690908,8.582177,335.0
28.596731,8.526392,335.5
28.623747,8.649116,336.0
28.587708,8.654094,336.5
28.794407,8.707011,337.0
28.657629,8.611845,337.5
28.62031,8.634893,338.0
28.688536,8.534477,338.5
28.68414,8.421119,339.0
28.748596,8.428068,339.5
29.099915,8.785326,340.0
29.198202,8.744118,340.5
29.457989,8.819432,341.0
29.200912,8.714876,341.5
29.333267,8.660114,342.0
29.401505,8.807462,342.5
29.441515,8.742633,343.0
29.634281,8.789539,343.5
29.674091,8.78082,344.0
29.867762,8.8482065,344.5
29.967678,8.717489,345.0
29.680956,8.618667,345.5
29.695105,8.8638525,346.0
29.69883,8.875347,346.5
29.691452,8.723876,347.0
29.97053,8.850406,347.5
29.876167,8.893573,348.0
29.725012,8.843283,348.5
29.723175,8.90662,349.0
29.792677,9.009545,349.5
29.791903,8.803108,350.0
29.798779,8.912513,350.5
29.785347,8.995641,351.0
29.916782,8.912563,351.5
29.965866,8.97103,352.0
30.23576,8.932285,352.5
