,chain,Tg
0,0.0,360.0
0,1.0,390.0
0,2.0,357.0
0,3.0,333.5
0,4.0,275.0
0,5.0,360.0
0,6.0,370.5
0,7.0,350.0
0,8.0,370.0
0,9.0,300.0
0,10.0,390.0
0,11.0,317.0
0,12.0,380.0
0,13.0,352.5
0,14.0,300.0
0,15.0,358.0
0,16.0,380.0
0,17.0,322.5
0,18.0,358.0
0,19.0,350.0
0,20.0,320.5
0,21.0,365.5
0,22.0,360.0
0,23.0,360.0
0,24.0,298.5
1,mean,347.14
