temp,UMAP1,UMAP2,Cluster,Grid_X,Grid_Y,State
200.0,4.0781198,8.595768,1,0,0,glassy
200.5,3.8904321,8.630939,1,0,0,glassy
201.0,3.9740036,8.582838,1,0,0,glassy
201.5,3.919824,8.426433,1,0,0,glassy
202.0,3.8509457,8.46973,1,0,0,glassy
202.5,3.9862816,8.295547,1,0,0,glassy
203.0,4.240315,8.776503,1,0,0,glassy
203.5,4.338436,8.240068,1,0,0,glassy
204.0,4.679669,9.258729,1,0,0,glassy
204.5,4.2490883,8.847516,1,0,0,glassy
205.0,4.294487,8.686457,1,0,0,glassy
205.5,4.04806,8.138033,1,0,0,glassy
206.0,4.0921574,7.9018254,1,0,0,glassy
206.5,5.036985,7.851758,1,0,0,glassy
207.0,5.1846275,7.8961635,1,0,0,glassy
207.5,5.129873,7.896174,1,0,0,glassy
208.0,5.32648,7.665147,1,0,0,glassy
208.5,5.361088,7.4694543,1,0,0,glassy
209.0,4.597849,8.361668,1,0,0,glassy
209.5,4.4902453,8.149241,1,0,0,glassy
210.0,4.0256248,8.016291,1,0,0,glassy
210.5,4.0102215,8.000451,1,0,0,glassy
211.0,3.7508051,7.91178,1,0,0,glassy
211.5,4.0385995,7.8031096,1,0,0,glassy
212.0,4.1077795,7.215213,1,0,0,glassy
212.5,4.837794,7.624779,1,0,0,glassy
213.0,4.7069345,7.8203645,1,0,0,glassy
213.5,4.829437,7.6731753,1,0,0,glassy
214.0,4.7165146,7.4967246,1,0,0,glassy
214.5,4.5992846,7.769155,1,0,0,glassy
215.0,4.7075047,8.006386,1,0,0,glassy
215.5,4.894464,7.822968,1,0,0,glassy
216.0,4.206903,7.450967,1,0,0,glassy
216.5,4.49201,7.4481564,1,0,0,glassy
217.0,4.6397247,7.2714663,1,0,0,glassy
217.5,4.286254,7.386489,1,0,0,glassy
218.0,4.3847995,7.4386697,1,0,0,glassy
218.5,4.218429,7.604257,1,0,0,glassy
219.0,5.0335917,7.953582,1,0,0,glassy
219.5,5.0271206,8.045583,1,0,0,glassy
220.0,4.592844,8.688461,1,0,0,glassy
220.5,4.59689,9.173674,1,0,0,glassy
221.0,4.4738345,9.256933,1,0,0,glassy
221.5,4.608357,7.1550636,1,0,0,glassy
222.0,4.15408,9.035501,1,0,0,glassy
222.5,4.6602545,8.940869,1,0,0,glassy
223.0,5.034951,8.860785,1,0,0,glassy
223.5,4.9480467,8.636907,1,0,0,glassy
224.0,4.5364666,7.162283,1,0,0,glassy
224.5,4.765984,8.224448,1,0,0,glassy
225.0,5.32178,8.151079,1,0,0,glassy
225.5,5.539792,7.413786,1,0,0,glassy
226.0,5.872829,7.4911876,1,0,0,glassy
226.5,5.149686,7.7515616,1,0,0,glassy
227.0,5.0285225,7.5023813,1,0,0,glassy
227.5,3.9391856,7.735348,1,0,0,glassy
228.0,4.3359485,8.115368,1,0,0,glassy
228.5,4.96183,7.898598,1,0,0,glassy
229.0,4.139797,9.05286,1,0,0,glassy
229.5,4.4854074,8.075637,1,0,0,glassy
230.0,4.1403217,8.405107,1,0,0,glassy
230.5,4.704942,7.9386888,1,0,0,glassy
231.0,4.6605415,8.572372,1,0,0,glassy
231.5,5.120742,7.245029,1,0,0,glassy
232.0,4.5276337,8.500811,1,0,0,glassy
232.5,4.976015,7.974907,1,0,0,glassy
233.0,4.0753155,7.6701922,1,0,0,glassy
233.5,4.9081154,7.310452,1,0,0,glassy
234.0,4.168683,7.6956983,1,0,0,glassy
234.5,5.1617517,7.377128,1,0,0,glassy
235.0,5.1566463,8.348972,1,0,0,glassy
235.5,5.5956454,7.1449704,1,0,0,glassy
236.0,4.3392086,8.66734,1,0,0,glassy
236.5,4.380046,8.729467,1,0,0,glassy
237.0,4.135599,8.644743,1,0,0,glassy
237.5,4.944536,7.978432,1,0,0,glassy
238.0,4.934793,7.639927,1,0,0,glassy
238.5,4.1758585,7.6719007,1,0,0,glassy
239.0,4.002588,8.726407,1,0,0,glassy
239.5,4.063154,8.987883,1,0,0,glassy
240.0,4.8359923,7.2590537,1,0,0,glassy
240.5,4.4114227,7.267181,1,0,0,glassy
241.0,4.4026437,8.188677,1,0,0,glassy
241.5,4.2369747,8.259341,1,0,0,glassy
242.0,4.2724957,9.146088,1,0,0,glassy
242.5,4.8938293,8.582267,1,0,0,glassy
243.0,4.5971627,8.235928,1,0,0,glassy
243.5,4.0106945,8.887151,1,0,0,glassy
244.0,4.1727643,8.934045,1,0,0,glassy
244.5,4.624536,9.144453,1,0,0,glassy
245.0,5.3149323,8.222244,1,0,0,glassy
245.5,4.7992153,9.246272,1,0,0,glassy
246.0,4.852402,9.3863,1,0,0,glassy
246.5,4.1872883,8.090695,1,0,0,glassy
247.0,4.300555,7.8484383,1,0,0,glassy
247.5,4.635542,7.3525004,1,0,0,glassy
248.0,4.9946933,8.591736,1,0,0,glassy
248.5,4.779414,7.2662973,1,0,0,glassy
249.0,5.233306,8.231537,1,0,0,glassy
249.5,4.4144464,7.728184,1,0,0,glassy
250.0,4.805852,8.326909,1,0,0,glassy
250.5,5.1832194,8.472653,1,0,0,glassy
251.0,6.7931476,7.02317,1,0,0,glassy
251.5,5.4249063,8.266869,1,0,0,glassy
252.0,5.4146543,7.5124693,1,0,0,glassy
252.5,5.388068,7.7404995,1,0,0,glassy
253.0,4.6833878,8.162199,1,0,0,glassy
253.5,4.365422,8.486986,1,0,0,glassy
254.0,5.041963,9.362125,1,0,0,glassy
254.5,4.5011287,7.885311,1,0,0,glassy
255.0,4.4146523,7.9269686,1,0,0,glassy
255.5,5.5051265,7.3334556,1,0,0,glassy
256.0,6.1272035,6.9967194,1,0,0,glassy
256.5,5.662218,7.7221465,1,0,0,glassy
257.0,4.8666253,7.3484144,1,0,0,glassy
257.5,4.5142717,8.583237,1,0,0,glassy
258.0,4.368221,8.242348,1,0,0,glassy
258.5,4.6401167,6.8776665,1,0,0,glassy
259.0,6.565679,7.399569,1,0,0,glassy
259.5,6.7714853,7.3344774,1,0,0,glassy
260.0,6.901711,7.1325064,1,0,0,glassy
260.5,6.0670652,7.396894,1,0,0,glassy
261.0,6.716074,7.5144653,1,0,0,glassy
261.5,5.9677696,7.0551906,1,0,0,glassy
262.0,5.1289883,8.5030775,1,0,0,glassy
262.5,6.616692,7.1759634,1,0,0,glassy
263.0,6.753588,6.812589,1,0,0,glassy
263.5,6.9990664,7.5099382,1,0,0,glassy
264.0,6.6282487,7.1212864,1,0,0,glassy
264.5,6.7668724,7.589069,1,0,0,glassy
265.0,6.7605143,7.87393,1,0,0,glassy
265.5,6.9976673,7.161296,1,0,0,glassy
266.0,6.8764305,7.074935,1,0,0,glassy
266.5,6.514149,7.331542,1,0,0,glassy
267.0,6.130609,8.020285,1,0,0,glassy
267.5,6.8915505,7.334798,1,0,0,glassy
268.0,7.0093513,7.3714385,1,0,0,glassy
268.5,5.961019,7.581579,1,0,0,glassy
269.0,7.0130057,7.489866,1,0,0,glassy
269.5,5.968514,7.9658604,1,0,0,glassy
270.0,6.090708,7.8099256,1,0,0,glassy
270.5,7.0388722,7.47412,1,0,0,glassy
271.0,6.873453,6.935422,1,0,0,glassy
271.5,5.9840035,7.3453374,1,0,0,glassy
272.0,6.9353633,7.1897645,1,0,0,glassy
272.5,6.9891086,7.3130703,1,0,0,glassy
273.0,7.012503,7.3109045,1,0,0,glassy
273.5,7.0369973,7.4349165,1,0,0,glassy
274.0,6.697633,7.055515,1,0,0,glassy
274.5,6.91322,6.78711,1,0,0,glassy
275.0,7.035384,7.0223823,1,0,0,glassy
275.5,7.042793,7.2101784,1,0,0,glassy
276.0,7.1638002,7.064804,1,0,0,glassy
276.5,6.8300357,7.294868,1,0,0,glassy
277.0,7.0991797,7.0062537,1,0,0,glassy
277.5,6.7876725,7.2285886,1,0,0,glassy
278.0,6.9786468,7.1995306,1,0,0,glassy
278.5,4.7224183,6.9137907,1,0,0,glassy
279.0,6.895813,6.835332,1,0,0,glassy
279.5,4.386943,8.448681,1,0,0,glassy
280.0,4.968775,7.424166,1,0,0,glassy
280.5,4.7131796,7.3112097,1,0,0,glassy
281.0,5.0742497,7.259592,1,0,0,glassy
281.5,5.3424044,7.1134324,1,0,0,glassy
282.0,4.0727906,8.612155,1,0,0,glassy
282.5,4.9055676,8.319084,1,0,0,glassy
283.0,6.1327963,6.9034805,1,0,0,glassy
283.5,6.520177,7.3229766,1,0,0,glassy
284.0,4.669489,7.0868177,1,0,0,glassy
284.5,4.3958435,7.1805844,1,0,0,glassy
285.0,4.5496116,7.088549,1,0,0,glassy
285.5,4.4378195,7.372588,1,0,0,glassy
286.0,5.348393,6.928142,1,0,0,glassy
286.5,5.0363708,7.012938,1,0,0,glassy
