UMAP1,UMAP2,UMAP3,UMAP4,UMAP5,UMAP6,UMAP7,UMAP8,UMAP9,UMAP10,UMAP11,UMAP12,UMAP13,UMAP14,UMAP15,temp
1.6793439,4.6287684,11.900922,-0.8633412,5.625705,11.420588,6.6789393,15.244796,4.3817015,5.83122,5.886249,4.6473227,-1.4957688,11.285709,-1.2708627,200.0
1.5617368,4.6465607,11.911875,-0.91912395,5.6798105,11.478275,6.5887027,15.257157,4.321264,5.8611264,5.9471498,4.726435,-1.479349,11.316033,-1.3832327,200.5
1.6136658,4.616074,11.990792,-0.8892068,5.6568384,11.474567,6.6633234,15.305221,4.4005065,5.833897,5.9328203,4.730995,-1.5985729,11.30503,-1.2570525,201.0
1.6537722,4.584866,11.821176,-0.83971316,5.6559753,11.482315,6.608756,15.232027,4.3609405,5.864125,6.0158925,4.82535,-1.5856804,11.314205,-1.2552562,201.5
1.6280473,4.644024,11.932012,-0.81937087,5.6183248,11.42924,6.677702,15.29032,4.3594337,5.7737737,5.923428,4.670347,-1.5360863,11.314741,-1.290705,202.0
1.639045,4.633174,11.87118,-0.81956637,5.667587,11.401775,6.626296,15.26087,4.333232,5.7630677,5.9177637,4.6466637,-1.5419787,11.249832,-1.3691036,202.5
1.8097734,4.477756,11.915317,-0.8098149,5.556666,11.429845,6.879412,15.219048,4.2745857,5.928939,5.890234,4.8741937,-1.5604912,11.418349,-1.3154352,203.0
1.7257702,4.579841,11.842429,-0.81481904,5.587846,11.458469,6.7763133,15.174073,4.247766,5.8560925,5.992405,4.8070374,-1.5601068,11.397358,-1.3902184,203.5
1.8576258,4.7120833,11.789185,-0.8854402,5.5838184,11.388474,6.7444324,15.072166,4.209798,5.7841253,5.878251,4.576859,-1.5354669,11.378673,-1.4499713,204.0
2.0101132,4.6534057,11.751898,-1.2226797,5.5360703,11.50258,6.818295,14.870316,4.1699185,6.0190144,5.8857794,4.7351594,-1.5712149,11.506916,-1.4721158,204.5
1.6667334,4.634899,11.915501,-0.9426526,5.5891056,11.508995,6.7217717,15.272424,4.369979,5.870503,5.991074,4.860005,-1.6452197,11.397161,-1.2861723,205.0
1.764077,4.700478,11.887802,-1.0918877,5.5303483,11.519739,6.807274,15.293442,4.258223,5.965466,5.985641,4.8928866,-1.5757676,11.597004,-1.2588806,205.5
1.5745326,4.6548233,11.919954,-0.865695,5.633357,11.440966,6.6660223,15.3445015,4.3875723,5.783433,5.9281774,4.653126,-1.5304822,11.29127,-1.2808256,206.0
1.6848675,4.607096,11.999038,-0.89064497,5.6018734,11.416531,6.8107314,15.178244,4.256301,5.8232827,5.86217,4.6751328,-1.5197467,11.318367,-1.4706843,206.5
