UMAP1,UMAP2,UMAP3,UMAP4,UMAP5,UMAP6,UMAP7,UMAP8,UMAP9,UMAP10,UMAP11,UMAP12,UMAP13,UMAP14,UMAP15,temp
9.839937,2.1461396,1.6400211,7.284863,3.210652,-1.4382038,3.1721296,8.171153,4.45507,1.464851,10.534086,9.132368,1.548733,1.6703669,3.7982762,200.0
9.908241,2.0340836,1.6668679,7.234481,3.27014,-1.4822651,3.1812763,8.321009,4.7092643,1.4686553,10.580414,9.211198,1.4818223,1.5919435,3.730895,200.5
9.95786,1.922528,1.6753954,7.111879,3.1270072,-1.4099662,3.265401,8.159074,4.7646313,1.5899055,10.556341,9.1215,1.4822702,1.5784919,3.8133624,201.0
9.884097,2.094593,1.6970146,7.1905704,3.1138155,-1.4645526,3.0900116,8.205473,4.4273043,1.8296459,10.439903,9.176986,1.6045599,1.8525729,3.9773788,201.5
9.942501,1.9969326,1.727297,7.244682,3.0412884,-1.4666203,3.1375096,8.149291,4.620723,1.8423061,10.3015995,9.234526,1.4151208,1.8341343,3.9057074,202.0
9.838678,1.8412699,1.7701031,7.18735,3.2463994,-1.4062723,3.121747,8.187906,4.620983,1.5773883,10.560454,9.243584,1.5973042,1.6455595,3.8939044,202.5
9.895941,1.9075722,1.652197,7.164024,2.9530613,-1.5861537,3.3263257,8.146128,4.6844187,1.6147892,10.5685005,9.123124,1.4758743,1.6344434,3.8349595,203.0
9.8269615,1.9471862,1.677465,7.3049183,3.0432084,-1.5166231,3.17423,8.155963,4.3971896,1.6454551,10.573818,9.339897,1.5116462,1.7932333,3.963111,203.5
9.807536,1.863135,1.7423329,7.2887926,3.1993797,-1.518123,3.2046895,8.236359,4.8632174,1.5596086,10.541858,9.266135,1.4671577,1.6376578,3.7285707,204.0
9.890894,2.0622513,1.7403722,7.2604523,3.2700284,-1.3810456,3.132083,8.186923,4.616904,1.6288772,10.4733,9.059252,1.591998,1.6631812,3.839914,204.5
9.797761,2.0060287,1.7193503,7.148712,3.1699533,-1.4534377,3.1979563,8.203743,4.6739655,1.4402446,10.469066,9.258864,1.439562,1.6374216,3.7173357,205.0
9.9904,1.8033118,1.7467328,7.388165,3.0871692,-1.7241774,3.1818109,8.281039,4.8915215,1.7363927,10.428061,9.115455,1.4541242,1.6671703,3.8483,205.5
9.818315,1.7438266,1.7099872,7.4910417,3.2765844,-1.4270533,3.1341603,8.189817,4.6595173,1.5548615,10.660531,9.357267,1.5869344,1.65886,3.8834388,206.0
10.014778,2.0472515,1.8648,7.270716,3.405619,-1.3395523,2.9924974,8.193209,4.689026,1.6467549,10.389711,9.012799,1.602118,1.6427743,3.8808346,206.5
9.904816,1.8811469,1.6848016,7.252898,3.0005174,-1.8231679,3.199512,8.28792,4.9251356,1.6731861,10.479124,9.233988,1.3942349,1.7289685,3.713284,207.0
9.838789,1.8327212,1.7065746,7.3793664,3.0801582,-1.7493409,3.0333567,8.303328,4.6966786,1.7554938,10.356433,9.4223795,1.4663194,1.8800223,3.8342364,207.5
9.902278,1.751562,1.7106435,7.417649,3.1664264,-1.7424296,3.1391988,8.284921,4.9221864,1.6081327,10.498133,9.240041,1.4878997,1.6609205,3.748529,208.0
9.919166,1.7864958,1.6629992,7.2163134,2.9954684,-1.7409805,3.1810942,8.303512,4.7125993,1.5715696,10.45623,9.232325,1.4861302,1.6531686,3.8249657,208.5
9.912214,2.000373,1.687045,7.157033,3.2108843,-1.4061763,3.2727766,8.185385,4.7279077,1.4220972,10.603995,9.081032,1.4979001,1.5046496,3.7402008,209.0
10.041874,1.9303777,1.5890714,7.338294,3.305493,-1.5634009,3.0732446,8.222591,4.68057,1.508815,10.540528,9.119439,1.6052244,1.623993,3.8049126,209.5
9.863942,2.0218844,1.6739585,7.354456,2.9507625,-1.6837574,3.168813,8.18566,4.5208387,1.7076247,10.424116,9.256199,1.4305822,1.8425187,3.8628776,210.0
9.84884,1.9959086,1.5946666,7.5100746,3.2426832,-1.4614421,3.1961865,8.16844,4.362955,1.4911103,10.686194,9.121249,1.6605346,1.643987,3.933907,210.5
9.858072,1.9537513,1.6685424,7.34986,2.9848685,-1.5450058,3.2620513,8.154809,4.3598332,1.6350298,10.631851,9.158811,1.5629361,1.7098601,4.000784,211.0
9.921461,1.9322307,1.6791492,7.3522086,3.130736,-1.383279,3.1407132,8.033492,4.450756,1.6028415,10.592702,9.23757,1.5548811,1.7257326,3.9395823,211.5
9.981283,1.7786012,1.8382809,7.5165863,3.2935152,-1.4926106,3.0437849,8.174498,4.80535,1.6646519,10.400025,9.118953,1.5512061,1.6547964,3.8778577,212.0
9.903484,1.8682868,1.5120941,7.5097027,3.0619056,-1.6135991,3.1655936,8.213565,4.491078,1.6817219,10.477199,9.32901,1.5180824,1.8006246,3.9227798,212.5
10.037044,1.9689411,1.8110003,7.3880663,3.5192637,-1.3125978,2.8989818,8.210492,4.485176,1.7527723,10.526959,8.95959,1.8566185,1.6823764,4.0723243,213.0
9.911683,1.8199184,1.6442701,7.651505,3.249234,-1.5724527,2.965027,8.217944,4.5261545,1.8371098,10.41374,9.259758,1.6877892,1.8742387,3.9932778,213.5
9.884675,2.3598151,1.7069039,7.097303,3.3677678,-1.2163662,2.9774587,8.134573,4.125984,1.9249108,10.572761,8.786299,2.0141904,1.8402596,4.14295,214.0
9.857313,2.200772,1.8509516,7.0287194,3.417287,-1.3543528,2.9474485,8.230777,4.481575,1.6746031,10.41913,8.865992,1.840422,1.6893433,3.913027,214.5
9.897872,2.0836823,1.7549613,7.2415447,3.473358,-1.2629235,2.947305,8.174461,4.2955875,1.8200909,10.611371,8.84669,2.0404963,1.7256929,4.133602,215.0
9.848523,2.3492408,1.7743368,7.049861,3.4860394,-1.2946813,2.8706703,8.182669,4.3807774,1.8505111,10.4091625,8.687362,2.0599544,1.8020476,3.959632,215.5
9.941144,2.2919774,1.8060267,7.0740457,3.5234387,-1.1825019,2.9035869,8.152468,4.359328,1.7958595,10.4695215,8.740697,1.9715261,1.724466,4.021551,216.0
9.935395,2.260656,1.8020124,6.984362,3.4685898,-1.2268934,2.9175746,8.1628895,4.3757567,1.7121859,10.4471855,8.825298,1.8874444,1.7105478,3.97512,216.5
9.951253,2.0745997,1.72013,7.2374616,3.4343812,-1.2568939,2.9002297,8.167079,4.2583866,1.9106698,10.546251,8.992784,1.9559507,1.8351475,4.1617994,217.0
9.89838,2.357772,1.7358668,7.179862,3.428698,-1.424624,2.853038,8.235348,4.4209194,1.8338467,10.336044,8.770739,1.9314963,1.846834,3.9043186,217.5
