UMAP1,UMAP2,UMAP3,UMAP4,UMAP5,UMAP6,UMAP7,UMAP8,UMAP9,UMAP10,UMAP11,UMAP12,UMAP13,UMAP14,UMAP15,temp
-2.5266309,9.095291,6.595549,5.3898973,3.4852407,7.789479,6.073665,8.417119,1.9691405,7.287564,2.6080732,0.42812043,2.508087,4.0580173,7.2022758,200.0
-2.469545,9.243335,6.501594,5.315426,3.6250527,7.7482615,5.8630276,8.498,2.05663,7.3084154,2.554685,0.31904444,2.3824422,3.9531906,7.2518163,200.5
-2.6085923,9.265282,6.585119,5.451147,3.634,7.9706893,5.991118,8.481757,2.01811,7.318006,2.5512164,0.37055382,2.392626,3.871526,7.149631,201.0
-2.5543556,9.065357,6.688751,5.455049,3.5881302,7.893524,5.943593,8.605403,1.8803263,7.061587,2.2571132,0.30724815,2.5050552,3.890059,7.331654,201.5
-2.5271,9.028233,6.711454,5.425913,3.447374,7.786032,6.0591717,8.629187,1.8792529,7.063176,2.3886745,0.2941015,2.6046302,4.014663,7.323538,202.0
-2.6029925,9.219966,6.371474,5.4414477,3.543467,7.9176164,5.9250627,8.422552,1.9490095,7.369245,2.4307106,0.6272455,2.357866,3.9422944,7.187836,202.5
-2.3966358,9.164967,6.403345,5.2669487,3.6222606,7.6675687,5.769963,8.326742,2.0414007,7.3623204,2.576993,0.5077353,2.3064244,4.03769,7.2899766,203.0
-2.5367632,9.236645,6.467552,5.3260293,3.3764958,7.739248,5.891119,8.731947,2.046225,7.2293534,2.473747,0.2884658,2.4967992,3.8181372,7.280921,203.5
-2.6240618,9.120252,6.6530113,5.4160094,3.425346,7.8508244,6.099607,8.708397,1.985558,7.1114597,2.4391406,0.26382503,2.6248758,3.8794203,7.2856574,204.0
-2.5011036,9.285875,6.579705,5.4376583,3.5371943,7.830308,5.857145,8.474621,2.0033176,7.3473296,2.538758,0.33153537,2.392861,3.966409,7.148739,204.5
-2.3459327,9.005788,6.3142066,5.398697,3.2872522,7.573003,5.9130526,8.097927,1.7810118,7.507582,2.537083,0.8990116,2.4950802,4.4293213,7.166696,205.0
-2.4336035,8.990896,6.706508,5.3744454,3.6174798,7.739133,5.9575386,8.40499,1.9116997,7.155604,2.4520519,0.34538853,2.4875512,4.1268897,7.331967,205.5
-2.6080413,9.259999,6.4226723,5.396112,3.4533424,7.8769794,5.901475,8.662566,2.0281231,7.2890434,2.438653,0.38363189,2.4106688,3.7720933,7.2216964,206.0
-2.6102235,9.20057,6.3636365,5.367625,3.5580664,7.8005595,5.8965626,8.7043915,2.1454065,7.3921,2.5029411,0.30106634,2.307896,3.8286107,7.263653,206.5
-2.5166516,9.161275,6.4810886,5.4277782,3.55552,7.8187985,5.8987875,8.472737,1.9071941,7.2577267,2.4099717,0.46643978,2.3675795,3.9678295,7.2478814,207.0
