UMAP1,UMAP2,UMAP3,UMAP4,UMAP5,UMAP6,UMAP7,UMAP8,UMAP9,UMAP10,UMAP11,UMAP12,UMAP13,UMAP14,UMAP15,temp
15.468954,7.7117796,-6.918623,25.580914,1.1400543,6.7363887,-10.991779,15.242795,-3.9683766,7.512779,4.69713,-0.07597494,-10.172433,8.596387,2.3640103,200.0
15.1844015,7.9309,-7.1761837,25.140564,1.5125883,7.1131763,-11.05878,15.163367,-3.907776,6.9249,5.0975833,0.18181744,-10.492116,8.449014,2.1697943,200.5
15.0998335,7.8593516,-7.115329,25.113617,1.429784,7.0928726,-11.059195,15.016134,-3.851467,7.01849,5.1177726,0.211031,-10.377604,8.530697,2.0498657,201.0
15.104754,7.937457,-7.1578774,24.978765,1.5682409,7.0627356,-10.939969,14.940374,-3.9776387,6.968022,5.044161,0.26180175,-10.386114,8.495021,2.0527146,201.5
15.255439,7.9778676,-7.097428,25.051674,1.4985837,7.0163474,-10.883814,15.103269,-4.0197344,7.025078,5.078264,0.14816864,-10.499369,8.449259,2.1596508,202.0
15.195543,8.01587,-7.1372724,24.981388,1.523877,7.156282,-10.977359,15.08689,-3.9476237,6.8987627,5.1844106,0.18269409,-10.536182,8.469962,2.0626514,202.5
15.305908,7.9263353,-7.067079,25.279295,1.4777237,6.9736943,-11.112384,15.006445,-3.9453654,7.0535307,4.9529276,0.38426507,-10.320022,8.392434,2.3529768,203.0
15.313586,7.7365828,-6.979191,25.497562,1.2381042,6.8215294,-11.098165,15.179659,-3.8223484,7.4498463,4.806002,0.029568192,-10.031615,8.62146,2.2877572,203.5
15.381259,8.063826,-7.0703025,25.077488,1.6307395,7.015646,-10.801122,15.222429,-4.0230713,7.0041366,5.118913,0.16321775,-10.531309,8.481035,2.135964,204.0
15.193757,7.9112973,-7.1205916,25.151962,1.5854216,7.0537214,-11.084886,15.063255,-3.9838037,7.0150867,4.90696,0.28965712,-10.201103,8.475382,2.1801388,204.5
15.304742,7.9156504,-7.052362,25.278591,1.4968612,6.8012524,-10.907167,15.137842,-4.02524,7.1091514,4.826766,0.07241114,-10.303172,8.472305,2.2974572,205.0
