UMAP1,UMAP2,UMAP3,UMAP4,UMAP5,UMAP6,UMAP7,UMAP8,UMAP9,UMAP10,UMAP11,UMAP12,UMAP13,UMAP14,UMAP15,temp
20.89378,-4.610682,-1.5110469,9.209321,6.907255,7.0262628,-1.9843056,-4.670687,-1.4861081,8.381071,10.10338,9.738122,-6.969571,9.317048,-7.379355,200.0
20.916403,-4.7142525,-1.395814,9.501422,7.4205985,6.965898,-1.8825719,-4.509571,-1.630966,8.254259,9.821668,10.194449,-7.351028,9.419287,-7.2251434,200.5
21.076437,-4.641267,-1.5418305,9.305528,6.886259,6.955109,-1.9135637,-4.42023,-1.413591,8.185294,9.845534,9.770256,-7.3659472,9.194156,-7.405116,201.0
21.032589,-4.607293,-1.4418247,9.231789,7.057108,6.9643674,-1.8581469,-4.579368,-1.4808213,8.390411,10.147046,9.809481,-6.886005,9.273291,-7.4324093,201.5
20.918322,-4.673426,-1.2400897,9.468873,7.333287,7.0096903,-1.9766437,-4.564121,-1.5409265,8.241097,9.8516,10.191316,-7.5138702,9.459731,-7.204454,202.0
20.914639,-4.702059,-1.3323644,9.543204,7.3332944,6.953843,-1.8869094,-4.4569287,-1.5700283,8.255543,9.759637,10.18141,-7.475121,9.444891,-7.2636194,202.5
21.085842,-4.61646,-1.4777126,9.3657,7.15764,6.914127,-1.9196615,-4.661133,-1.5484936,8.047685,10.060102,9.908639,-7.4204197,9.083286,-7.3995767,203.0
21.02628,-4.5861845,-1.596633,9.094849,6.832256,6.996224,-1.9458226,-4.752571,-1.4661239,8.274772,10.243895,9.6588125,-6.9781394,9.1922455,-7.4494796,203.5
20.967855,-4.5381784,-1.3937674,9.128973,6.925707,7.088466,-1.9418993,-4.6074386,-1.5119752,8.299072,10.288173,9.670845,-6.9271526,9.183116,-7.3893385,204.0
20.861542,-4.6815014,-1.4095345,9.4794445,7.4573746,6.973307,-1.824946,-4.4327717,-1.612038,8.278864,9.804133,10.176322,-7.309508,9.374695,-7.203214,204.5
20.890684,-4.6534815,-1.3975352,9.4485035,7.236801,6.953363,-1.9300593,-4.5700746,-1.5399636,8.34863,9.830144,10.067761,-7.295074,9.453494,-7.242922,205.0
20.973438,-4.703782,-1.365714,9.383704,7.21771,6.934802,-1.855897,-4.4233117,-1.4493399,8.306818,9.8183565,10.128959,-7.3771186,9.40907,-7.267454,205.5
20.910425,-4.546219,-1.3151888,9.251293,7.046332,6.9792905,-1.92475,-4.735768,-1.5521057,8.293958,10.301077,9.788473,-6.9695563,9.18888,-7.3717437,206.0
21.009977,-4.563318,-1.4296477,9.094506,6.7425003,7.0824156,-2.008323,-4.652259,-1.4246624,8.340394,10.29252,9.567166,-6.868587,9.19356,-7.461113,206.5
20.893208,-4.687751,-1.2814775,9.568472,7.519022,6.979583,-1.8907198,-4.514492,-1.6467729,8.162527,9.810072,10.268359,-7.5728197,9.39606,-7.2016764,207.0
20.931461,-4.6969824,-1.3356571,9.356159,7.2197824,6.9910436,-1.9428242,-4.613308,-1.531289,8.413437,9.928337,10.110733,-7.151185,9.50198,-7.233843,207.5
20.850115,-4.6226106,-1.434222,9.28281,7.23323,7.042829,-1.902972,-4.5988483,-1.5867151,8.407242,10.10956,9.915677,-6.9164195,9.353222,-7.281718,208.0
21.214815,-4.5228553,-1.344992,9.022853,6.697305,6.9864573,-1.943429,-4.7201147,-1.3617088,8.274818,10.406618,9.585395,-6.9130516,9.101549,-7.503866,208.5
20.910992,-4.740505,-1.5249509,9.604106,7.402772,6.915761,-1.9574611,-4.6395907,-1.7002112,8.2193165,9.771647,10.139727,-7.337198,9.418211,-7.253939,209.0
20.833689,-4.6933923,-1.3310021,9.511228,7.306296,7.0098057,-2.0412526,-4.56663,-1.560144,8.290699,9.827798,10.124607,-7.4132757,9.500377,-7.1958613,209.5
20.914612,-4.594091,-1.5165886,9.290073,7.080678,6.9951425,-1.9957495,-4.7648625,-1.5910281,8.20301,10.211301,9.765358,-7.074905,9.172808,-7.393391,210.0
21.015383,-4.714957,-1.4510455,9.521036,7.355859,6.9064403,-1.969683,-4.6587954,-1.6184982,8.074094,9.8461275,10.155364,-7.632074,9.31325,-7.2862077,210.5
20.966055,-4.516391,-1.6179868,9.303798,6.922354,6.911495,-1.975003,-4.8235326,-1.5514959,8.088014,10.263035,9.563372,-7.0738425,8.98882,-7.5239253,211.0
20.964777,-4.5247536,-1.4763451,9.328825,7.111399,6.9309363,-1.9102951,-4.716866,-1.5283928,7.964804,10.169992,9.793902,-7.487337,8.977901,-7.4491234,211.5
20.903873,-4.769582,-1.5263224,9.577565,7.428697,6.933107,-1.8525895,-4.428245,-1.6502721,8.301485,9.640779,10.177123,-7.3279634,9.486651,-7.217052,212.0
21.061655,-4.6783414,-1.6041553,9.507098,7.352907,6.862128,-1.9304658,-4.7151647,-1.6918197,7.9119496,9.963513,9.997202,-7.60389,9.083092,-7.3794093,212.5
21.08857,-4.65777,-1.361111,9.178685,6.990808,7.0414243,-1.9471575,-4.560319,-1.4699478,8.386184,10.085868,9.872332,-7.01838,9.412703,-7.3152475,213.0
20.913914,-4.650896,-1.3190287,9.52561,7.3987904,6.934675,-1.9619843,-4.6851087,-1.5993707,8.101723,9.911536,10.171759,-7.6190405,9.309689,-7.2534647,213.5
20.942131,-4.6099167,-1.6416233,9.182566,6.9434023,6.925177,-1.9584417,-4.9417653,-1.5415659,8.212383,10.31034,9.706435,-7.0361347,9.124683,-7.4898095,214.0
21.071774,-4.576134,-1.5184214,9.347831,7.022123,6.972719,-1.8909465,-4.4852486,-1.5093311,7.943785,9.993961,9.752008,-7.586709,8.987678,-7.4865336,214.5
21.082579,-4.601555,-1.5102906,9.224317,6.8283186,7.0369053,-1.918151,-4.3753,-1.405162,8.108,9.930713,9.693484,-7.463949,9.13038,-7.4534154,215.0
21.008831,-4.6023846,-1.4882904,9.066481,6.879626,6.9863887,-1.9082989,-4.6128116,-1.3761697,8.315358,10.140468,9.7795315,-7.1393194,9.279732,-7.361001,215.5
21.046919,-4.7367415,-1.3809896,9.397216,7.4053946,7.0206156,-1.9636067,-4.690172,-1.69645,8.219852,10.044594,10.156303,-7.2894754,9.40538,-7.272925,216.0
20.967545,-4.699161,-1.3398917,9.570448,7.3850513,6.967297,-1.9392486,-4.5056763,-1.5171772,8.179559,9.703093,10.228639,-7.599369,9.43316,-7.2625484,216.5
20.94404,-4.7971134,-1.2861384,9.483998,7.4022245,7.0100474,-1.9442903,-4.5329814,-1.6020086,8.355398,9.760465,10.336702,-7.4170785,9.644894,-7.1587214,217.0
20.993065,-4.5011706,-1.4898659,9.16193,6.9600034,7.029069,-1.9159132,-4.738979,-1.5254934,8.225232,10.390315,9.58042,-6.91577,9.030047,-7.5313005,217.5
20.831795,-4.6965504,-1.3153437,9.542147,7.437724,6.960445,-1.9882355,-4.613831,-1.5721225,8.202698,9.754686,10.261899,-7.602085,9.470707,-7.1449237,218.0
20.986023,-4.743332,-1.4129866,9.537471,7.480837,6.9547524,-1.8200448,-4.4407887,-1.6504124,8.263277,9.765644,10.239679,-7.3253107,9.426618,-7.2589364,218.5
20.897793,-4.649726,-1.3588187,9.427597,7.37146,6.985784,-1.8721966,-4.603513,-1.6309545,8.290171,9.984064,10.083315,-7.1639004,9.337712,-7.27048,219.0
20.930532,-4.7266874,-1.2948921,9.535663,7.4631,7.0171065,-1.8329415,-4.424691,-1.6305974,8.275726,9.713856,10.293207,-7.4515014,9.489745,-7.2183194,219.5
21.076042,-4.773646,-1.4856286,9.536226,7.4466014,6.9061503,-1.9175786,-4.6062746,-1.669356,8.045601,9.864165,10.218756,-7.611374,9.327335,-7.302634,220.0
20.94657,-4.505394,-1.5086768,9.075229,6.915254,7.0004845,-1.8960985,-4.680975,-1.4112464,8.10245,10.254525,9.707351,-7.288382,9.0337,-7.3968005,220.5
20.928371,-4.5655017,-1.4699476,9.089783,6.800539,7.0226226,-2.00112,-4.8241353,-1.4672053,8.38674,10.399146,9.589528,-6.7628207,9.210889,-7.465184,221.0
20.988377,-4.7242947,-1.491066,9.569831,7.447186,6.857908,-1.92374,-4.629032,-1.6280435,8.043018,9.788559,10.2056055,-7.681584,9.280302,-7.2589736,221.5
21.027983,-4.6903195,-1.1693128,9.37117,7.2068267,6.9896674,-1.970335,-4.580333,-1.4755381,8.337601,9.931101,10.177353,-7.3974996,9.518701,-7.20859,222.0
20.837149,-4.5840507,-1.7366014,9.331037,6.8362765,7.0448155,-2.0858016,-4.645262,-1.5658897,8.262401,10.053093,9.481473,-6.922419,9.122668,-7.4871297,222.5
20.879263,-4.5792174,-1.8202041,9.327852,6.7569356,7.0649953,-2.0658967,-4.4811745,-1.5218942,8.128515,9.8977165,9.438935,-7.183271,9.077878,-7.4940515,223.0
20.857758,-4.7667527,-1.4914654,9.598398,7.4354415,6.9509916,-1.9067096,-4.544705,-1.7023202,8.369919,9.76781,10.1740055,-7.1072545,9.509521,-7.2511444,223.5
21.061346,-4.609082,-1.6258466,9.322311,6.848896,7.1082654,-2.045286,-4.4695373,-1.6019598,8.2465105,10.050085,9.505133,-6.9013476,9.167981,-7.49334,224.0
20.796621,-4.591764,-1.5694641,9.333319,7.2607327,6.9854345,-1.863694,-4.617866,-1.6662792,8.300933,10.2093315,9.794189,-6.856906,9.143554,-7.367032,224.5
20.799524,-4.494764,-1.3369054,9.498046,7.1994324,6.993484,-1.9834559,-4.6498456,-1.5274373,8.088941,9.995184,9.88024,-7.4646792,9.145293,-7.336251,225.0
20.973993,-4.6437507,-1.4745405,9.04797,6.871427,6.992112,-1.9568311,-4.8386116,-1.4297452,8.430524,10.277423,9.818096,-6.908101,9.376882,-7.38961,225.5
20.8827,-4.72585,-1.5237538,9.469635,7.3713584,6.8537664,-1.8107791,-4.5699553,-1.5706924,8.333478,9.732861,10.206973,-7.3051734,9.398828,-7.2138095,226.0
20.89545,-4.6110554,-1.8802681,9.394468,6.814227,6.9652123,-2.0501382,-4.598654,-1.5357717,8.022045,9.851563,9.517742,-7.379335,9.025087,-7.5106626,226.5
20.86286,-4.761658,-1.328205,9.475096,7.3334327,7.0412455,-1.981142,-4.5416794,-1.5924363,8.415069,9.821362,10.235994,-7.225385,9.626635,-7.210028,227.0
21.014751,-4.582762,-1.2887455,9.383444,7.3104253,7.0127087,-1.7747092,-4.264293,-1.5166333,8.124106,9.896617,10.018946,-7.4653196,9.16924,-7.2948084,227.5
20.98384,-4.6046367,-1.3111714,9.100976,6.980421,6.9514003,-1.8682579,-4.7822714,-1.4561683,8.413548,10.312583,9.902837,-6.9890428,9.365368,-7.3874173,228.0
20.795273,-4.7387986,-1.4358978,9.66015,7.5174003,6.9049587,-1.9281994,-4.574301,-1.6726506,8.257499,9.706821,10.253949,-7.4253674,9.482867,-7.180621,228.5
20.804565,-4.571985,-1.6852164,9.299763,7.019325,7.1180105,-2.0359855,-4.64184,-1.6763445,8.2680435,10.212818,9.532763,-6.784875,9.123679,-7.445891,229.0
20.826414,-4.6144953,-1.7128191,9.335055,7.010389,7.1731267,-2.0731838,-4.499305,-1.6996477,8.277552,10.054623,9.552196,-6.8710823,9.217224,-7.402431,229.5
20.78621,-4.556975,-1.8659543,9.5707245,6.9516544,6.986294,-2.1303585,-4.6761637,-1.6846446,8.015266,9.905275,9.446036,-7.182082,8.967612,-7.515659,230.0
20.87729,-4.5776315,-1.834032,9.454977,6.817526,6.986341,-2.110225,-4.664393,-1.5897577,8.046907,9.9309225,9.452011,-7.22039,8.990812,-7.5333643,230.5
