UMAP1,UMAP2,UMAP3,UMAP4,UMAP5,UMAP6,UMAP7,UMAP8,UMAP9,UMAP10,UMAP11,UMAP12,UMAP13,UMAP14,UMAP15,temp
-1.2191297,10.951898,2.4899201,1.0514469,4.832292,3.4665446,-2.894967,8.371203,5.672886,-2.99989,8.136665,1.5564662,2.5046751,4.006152,12.614169,200.0
-1.2309631,10.859784,2.4561474,1.0981746,4.9420133,3.427694,-3.033706,8.459722,5.5921454,-3.0126355,8.210533,1.514595,2.5173912,4.064532,12.613472,200.5
-1.2533323,10.962328,2.5928097,1.0940928,4.921874,3.5736759,-3.058597,8.517702,5.6479177,-3.0675547,8.168263,1.7235059,2.5180106,3.9374003,12.545123,201.0
-1.1797965,10.817465,2.4553826,1.0964261,4.98572,3.5359063,-3.0135157,8.557596,5.588135,-2.9704506,8.266766,1.5417801,2.467446,4.050326,12.470061,201.5
-1.2490548,10.968898,2.482937,1.0838909,4.985072,3.4818592,-3.0867045,8.556704,5.6469936,-3.0662549,8.158851,1.6006662,2.5509012,4.009624,12.625458,202.0
-1.1197498,10.844792,2.482499,1.1514816,4.9823313,3.4364872,-2.9844491,8.466215,5.5973434,-3.122214,8.26973,1.521148,2.4624693,3.9885278,12.584166,202.5
-1.3152684,10.985183,2.6162095,1.1129005,4.6689835,3.604751,-2.6344159,8.206551,5.8233867,-2.982876,7.995548,1.5980644,2.5452735,3.937697,12.629949,203.0
-1.1580656,10.950996,2.4152143,1.082021,4.893365,3.4127264,-3.0234966,8.4785795,5.6136417,-3.0613303,8.269955,1.5423143,2.4681742,4.086795,12.624893,203.5
-1.2157123,10.911792,2.4697175,1.1442065,4.7789226,3.5375881,-2.749333,8.283393,5.7203326,-3.0590537,8.104472,1.4955915,2.4169924,4.0348825,12.543793,204.0
-1.272413,10.967033,2.499074,1.074006,5.0248337,3.5767045,-2.986769,8.484099,5.6796956,-2.9957342,8.128382,1.6330019,2.6482358,4.1017175,12.5593,204.5
-1.1815397,10.861159,2.4487545,1.1424304,5.0245676,3.4972422,-3.06795,8.493687,5.556062,-3.1137915,8.265439,1.5468732,2.4147518,4.0915365,12.482579,205.0
-1.2367194,10.906945,2.3694665,1.0497085,5.1635156,3.626691,-3.0025563,8.53431,5.6971726,-3.0930994,7.9499,1.4712739,2.6052804,4.1044846,12.461482,205.5
-1.1956404,10.939426,2.3659444,1.1058573,5.132159,3.5007944,-3.0894966,8.623663,5.6385255,-3.1175435,8.132276,1.49241,2.5555313,4.092211,12.580574,206.0
-1.171244,10.883908,2.4576786,1.0750633,4.82229,3.462794,-2.8297527,8.306087,5.674154,-2.9911659,8.198149,1.5034962,2.4925485,4.0469084,12.574762,206.5
-1.1134943,10.9208765,2.482733,1.0508673,4.949677,3.4695325,-3.0614939,8.469434,5.5577507,-3.0330584,8.354856,1.638419,2.480449,4.084847,12.516516,207.0
-1.1837966,10.786668,2.411341,1.2007892,5.058054,3.613936,-2.9788089,8.493409,5.6065845,-3.1436694,8.148075,1.4931887,2.3972852,4.074159,12.379209,207.5
-1.2622641,11.048998,2.4638722,1.102073,4.7539616,3.5476055,-2.781226,8.402485,5.863461,-3.0103323,8.022308,1.5371385,2.5115023,3.947888,12.641977,208.0
-1.0856471,10.934181,2.4448566,1.0194227,4.989656,3.436974,-3.061094,8.471414,5.509012,-3.0414321,8.307573,1.5915954,2.4417386,4.064922,12.516586,208.5
-1.317548,10.999592,2.418778,1.2052925,5.0102377,3.5911622,-2.9752336,8.477334,5.7191863,-3.2188134,8.104781,1.5124102,2.47167,4.193155,12.554071,209.0
-1.1537045,10.865946,2.3998675,1.1867679,5.039582,3.4374301,-3.1454844,8.558973,5.565253,-3.1474798,8.293175,1.5535169,2.4457183,4.0777225,12.547455,209.5
-1.0571803,10.779023,2.294883,1.1007622,4.835894,3.3157446,-2.7791822,8.254626,5.6147633,-3.0475705,8.275476,1.283258,2.4291177,4.110078,12.628728,210.0
-1.1573354,10.772898,2.2980435,1.2422413,5.0673666,3.5157607,-2.8918412,8.429912,5.6442533,-3.1760936,8.141582,1.3274535,2.488938,4.204842,12.513569,210.5
-1.0567114,10.811295,2.3298469,1.0103294,4.9394016,3.3016174,-2.8674223,8.363142,5.639195,-3.0130742,8.267252,1.343506,2.5554788,4.032911,12.638461,211.0
-1.189857,10.893482,2.3064086,1.0852488,5.0696945,3.4166443,-2.9190795,8.460989,5.6818595,-3.1442688,8.092362,1.3092612,2.5417159,4.147644,12.630483,211.5
-1.1387924,10.844306,2.436172,1.1802944,4.609387,3.435864,-2.5660162,8.193315,5.8021755,-2.9812677,8.204467,1.3756285,2.4187112,3.9792461,12.647959,212.0
-1.126295,10.738734,2.3307633,1.169899,4.853873,3.4249992,-2.7606664,8.296157,5.6647477,-3.0577512,8.192162,1.2864944,2.375819,4.0720325,12.520078,212.5
