UMAP1,UMAP2,UMAP3,UMAP4,UMAP5,UMAP6,UMAP7,UMAP8,UMAP9,UMAP10,UMAP11,UMAP12,UMAP13,UMAP14,UMAP15,temp
24.952572,5.667302,23.997364,13.165139,-13.321335,-11.783323,11.939995,-1.2147998,8.241723,-2.1233592,18.598392,-6.793271,0.69917834,8.159731,-8.171116,200.0
25.117537,5.573072,24.308031,13.3401,-13.641662,-11.943448,11.6360235,-1.1304566,7.943396,-2.1411135,18.50312,-7.038328,1.0578067,8.39348,-8.394557,200.5
25.120886,5.610988,24.26593,13.242094,-13.654849,-11.958374,11.562474,-1.2537959,8.160786,-2.1148248,18.598904,-7.0349154,0.9780646,8.316185,-8.347604,201.0
24.903358,5.8221173,23.93713,13.316056,-13.230877,-11.793492,12.0446005,-0.91868854,8.396921,-1.9153056,18.901098,-6.424118,0.9265518,8.215216,-8.003938,201.5
25.179403,5.733703,24.255695,13.449934,-13.671613,-12.111326,11.703822,-0.84773344,7.952258,-2.2401395,18.477243,-6.9485164,1.1725563,8.34927,-8.249518,202.0
25.098217,5.665055,24.266233,13.299706,-13.703163,-11.992588,11.683835,-0.93717355,7.8234277,-2.240141,18.443415,-6.996987,1.1745167,8.433128,-8.335568,202.5
25.130615,5.51397,24.157408,13.225069,-13.245218,-11.661791,12.167859,-1.2794381,8.058199,-2.0683455,18.571404,-6.926405,0.612214,8.095887,-8.366831,203.0
25.10038,5.7423754,24.211014,13.402525,-13.5051985,-11.901472,11.851219,-0.7630948,7.834038,-2.1786149,18.523024,-6.7848663,1.1881394,8.4583645,-8.137834,203.5
24.869362,5.798468,23.94,13.374352,-13.1548815,-11.739408,12.051311,-0.7670456,8.320223,-2.0621564,18.824507,-6.5345316,0.8723975,8.19514,-7.967795,204.0
25.171946,5.6417875,24.311815,13.391712,-13.796532,-12.091252,11.578125,-1.0207949,8.052693,-2.1480453,18.554455,-7.082055,1.1753656,8.437656,-8.42082,204.5
25.060913,5.678952,24.21643,13.3269615,-13.685874,-12.001374,11.610488,-1.0376896,8.227249,-2.1059818,18.685905,-6.982129,1.0879192,8.388149,-8.354044,205.0
25.110165,5.586671,24.300858,13.158798,-13.669576,-11.95539,11.750947,-1.0711306,7.9267364,-2.0414996,18.505447,-7.003717,1.0308211,8.387209,-8.386032,205.5
25.084558,5.626273,24.146404,13.280254,-13.700812,-12.0300455,11.751848,-1.1229119,8.228405,-2.0762107,18.664762,-6.9774103,1.0348321,8.318085,-8.43171,206.0
24.99421,5.782956,24.06003,13.092583,-13.409771,-11.796206,12.048714,-1.2230788,8.219008,-2.001853,18.69301,-6.695337,0.78818536,8.22497,-8.283815,206.5
25.045883,5.832813,24.206644,13.362221,-13.562406,-11.959399,11.81732,-0.7509272,7.930286,-2.2516263,18.548334,-6.835576,1.1392837,8.385512,-8.237304,207.0
25.017843,5.694854,24.05497,13.047248,-13.4064045,-11.811414,11.979673,-1.2655475,8.264666,-1.8856921,18.7646,-6.63377,0.8072186,8.126475,-8.15675,207.5
25.04946,5.776102,24.158907,13.172923,-13.646292,-12.083312,11.664513,-1.0889407,8.094168,-2.0801432,18.568289,-6.7802267,1.0420508,8.283768,-8.145342,208.0
24.922178,5.763673,23.900532,13.415338,-13.141134,-11.796748,12.20945,-0.7643303,8.346702,-1.9490571,18.827713,-6.428536,0.8913777,8.260725,-7.98541,208.5
25.04765,5.738825,24.243105,13.133785,-13.805106,-12.06491,11.568236,-1.1816269,8.192772,-1.980175,18.644176,-6.9163876,1.0962546,8.455998,-8.359802,209.0
