UMAP1,UMAP2,UMAP3,UMAP4,UMAP5,UMAP6,UMAP7,UMAP8,UMAP9,UMAP10,UMAP11,UMAP12,UMAP13,UMAP14,UMAP15,temp
-0.65932554,7.171346,2.1888735,4.1718965,5.8548646,3.2934785,3.4665766,-0.8356383,11.607405,2.7779253,-2.3051255,9.895193,5.9263954,2.9521916,5.412222,200.0
-0.52664167,7.2575235,1.9790108,4.357188,5.8153863,3.4130707,3.2332928,-0.6312274,11.835816,2.9824853,-2.5546253,9.963636,5.328746,3.192269,5.3931518,200.5
-0.7069648,7.3034897,2.2184844,4.279537,5.8380303,3.451472,3.1681423,-0.6826362,11.586696,2.938199,-2.170305,9.73466,5.904924,3.1665785,5.3285866,201.0
-0.7591529,7.492437,2.2471552,4.1639047,6.034068,3.3104255,3.2167811,-0.640727,11.701665,2.8898182,-2.5496438,9.644131,5.9894404,3.0814402,5.105552,201.5
-0.6784758,7.2343984,2.1925836,4.199678,5.74444,3.190927,3.2670705,-0.6025682,11.863969,2.9499412,-2.4620454,9.85182,5.8218217,3.3018472,5.346971,202.0
-0.50281006,7.2839537,1.9811034,4.284095,5.785605,3.2872312,3.1680574,-0.5443179,11.838372,2.9933395,-2.5507255,9.899802,5.3667703,3.2014875,5.315086,202.5
-0.64832664,7.2804203,2.133385,4.290152,5.825731,3.3298535,3.1719658,-0.6560809,11.732593,3.0514956,-2.4326708,9.832727,5.474087,3.2642307,5.4238815,203.0
-0.62520355,7.3110795,1.9588597,4.087444,5.792476,3.2254245,3.1024115,-0.5358898,11.72119,3.023549,-2.4509213,9.720685,5.2718296,3.2783723,5.356658,203.5
-0.68247145,7.2191057,2.2013333,4.177733,5.8487053,3.4051409,3.4046106,-0.85778654,11.628538,2.7980397,-2.3236237,9.845664,5.969365,2.9186783,5.381715,204.0
-0.66410655,7.362056,2.266466,4.1620436,5.8538165,3.268862,3.1682885,-0.60773844,11.683629,2.9108534,-2.4497762,9.68806,6.020007,3.039054,5.1806645,204.5
