,chain,Tg
0,0.0,82.0
0,1.0,106.5
0,2.0,91.0
0,3.0,110.0
0,4.0,120.0
0,5.0,130.0
0,6.0,107.5
0,7.0,160.0
0,8.0,116.5
0,9.0,104.5
0,10.0,66.5
0,11.0,129.0
0,12.0,137.5
0,13.0,120.5
0,14.0,107.5
0,15.0,116.5
0,16.0,114.0
0,17.0,150.0
0,18.0,156.5
0,19.0,120.0
0,20.0,108.0
0,21.0,50.5
0,22.0,117.0
0,23.0,125.0
0,24.0,50.5
1,mean,111.88
